track_id,title,name,album,genre_top,split
17499,The Way the World Ends,Formula,The Overcast Project,Hip-Hop,training
17500,"X Man (Featuring Zack S. Byer, Dabbla, Cobes & Aynzli Jones)",Formula,The Overcast Project,Hip-Hop,training
17573,For Two Glitching Organs,Ilya Monosov,Vinyl Document #1,Experimental,training
17588,Beach Foam,Future Islands,Live at WFMU on Marty McSorley's Show on 8/20/2008,Electronic,training
17605,Syyn Miygak,Alash Ensemble,Live on WFMU's Transpacific Sound Paradise on 7/24/09,International,training
17606,Dyngyldai,Alash Ensemble,Live on WFMU's Transpacific Sound Paradise on 7/24/09,International,training
17607,Kargyraa,Alash Ensemble,Live on WFMU's Transpacific Sound Paradise on 7/24/09,International,training
17608,Bai-Taiga,Alash Ensemble,Live on WFMU's Transpacific Sound Paradise on 7/24/09,International,training
17609,Xöömei,Alash Ensemble,Live on WFMU's Transpacific Sound Paradise on 7/24/09,International,training
17610,Bashtak-la Deesh Meni Kanchaar,Alash Ensemble,Live on WFMU's Transpacific Sound Paradise on 7/24/09,International,training
17611,Chat with Rob Weisberg,Alash Ensemble,Live on WFMU's Transpacific Sound Paradise on 7/24/09,International,training
17631,Jaliya,Jalikebba Kuyateh and the Toubabs,Jalikebba and the Toubabs,International,training
17632,N' Latéla,Jalikebba Kuyateh and the Toubabs,Jalikebba and the Toubabs,International,training
17633,Caira,Jalikebba Kuyateh and the Toubabs,Jalikebba and the Toubabs,International,training
17634,M.Samba,Jalikebba Kuyateh and the Toubabs,Jalikebba and the Toubabs,International,training
17635,Signolu,Jalikebba Kuyateh and the Toubabs,Jalikebba and the Toubabs,International,training
17636,Griot and the Family,Jalikebba Kuyateh and the Toubabs,Jalikebba and the Toubabs,International,training
17637,Bamba Bojang,Jalikebba Kuyateh and the Toubabs,Jalikebba and the Toubabs,International,training
17644,Agar Agar Is My Love,Angst Hase Pfeffer Nase,Beatings with Gimpy Flighted Wings Entrapped by Post-Fence of Garish-Land,Experimental,training
17735,Ecstatic Rite,Liturgy,Renihilation,Rock,training
17782,Sit on the Moon,LoveJones and Phys Edison,Sunday Drive,Hip-Hop,training
17884,End to Joy,Covox,Infiltrator,Electronic,training
17906,I Want You Pretty,Learning Music,LMM 2.5 - You Can Take It In,Pop,training
18031,Title Unknown,Conjunto Guantanamo,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,International,training
18032,Title Unknown,Conjunto Guantanamo,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,International,training
18033,Title Unknown,Conjunto Guantanamo,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,International,training
18034,Title Unknown,Conjunto Guantanamo,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,International,training
18037,Title Unknown,Diabetela,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,International,validation
18038,Title Unknown,Diabetela,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,International,validation
18039,Title Unknown,Diabetela,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,International,validation
18043,Title Unknown,Nikolay Kolev,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,International,training
18044,Title Unknown,Nikolay Kolev,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,International,training
18112,Bardos,Sikhara,Bardos State,Experimental,test
18124,Dirty Indie Sound,Yoko Absorbing,Vinyl,Experimental,training
18144,cocktail lady,Funky Terrorist,5!5!5!,Pop,training
18145,2 scratchy 2 dance,Funky Terrorist,5!5!5!,Pop,training
18146,go! go !go!,Funky Terrorist,5!5!5!,Pop,training
18159,Just Your Game,The Friendly Dimension,ST,Folk,training
18197,Happening for Lulu,Kraus,Golden Treasury,Rock,training
18350,Overboard,Josh Mease,Live at WFMU on Irene Trudel's show 8/24/2009,Folk,test
18607,Dear Giulietta,Kraus,I Could Destroy You with a Single Thought,Rock,training
18611,"I Love You, I'm Sorry",Kraus,I Could Destroy You with a Single Thought,Rock,training
18876,Crowley,Urthquake,Live at WFMU on Dan Bodah's Show 9/27/09,Experimental,training
18877,Schlitz commercial,Urthquake,Live at WFMU on Dan Bodah's Show 9/27/09,Experimental,training
18887,Best Friend,Seek Six Sick,Volume 4,Rock,training
19073,One Stringed Harp,Bell X1,Live on WFMU's Sound and Safe with Trent 9/21/09,Pop,training
19074,The Great Defector,Bell X1,Live on WFMU's Sound and Safe with Trent 9/21/09,Pop,training
19179,Mockingbird Hill,Special Moments,Eric: The Falklands Follies,Rock,training
19184,They Dropped a Bomb (On Me),Special Moments,Eric: The Falklands Follies,Rock,training
19187,War Is a Bitch,Special Moments,Eric: The Falklands Follies,Rock,training
19192,Until the Sea Shall Free Them,Tom Carter,(unreleased),Experimental,training
19412,Kyoto Melody,Orquestra Popular De Paio Pires,Orquestra Popular De Paio Pires,Pop,training
19413,Cinnamon Walls,Orquestra Popular De Paio Pires,Orquestra Popular De Paio Pires,Pop,training
19415,Warm Hands,Orquestra Popular De Paio Pires,Orquestra Popular De Paio Pires,Pop,training
19416,Cut Grass,Orquestra Popular De Paio Pires,Orquestra Popular De Paio Pires,Pop,training
19417,City Turtles,Orquestra Popular De Paio Pires,Orquestra Popular De Paio Pires,Pop,training
19418,PAIO PIRES-CACILHAS (Directo),Orquestra Popular De Paio Pires,Orquestra Popular De Paio Pires,Pop,training
19420,"Take Me Out Tonight, I Want To See The Stars",Orquestra Popular De Paio Pires,Orquestra Popular De Paio Pires,Pop,training
19422,Nothing Happens,Orquestra Popular De Paio Pires,Orquestra Popular De Paio Pires,Pop,training
19423,Flamingo,Orquestra Popular De Paio Pires,Orquestra Popular De Paio Pires,Pop,training
19425,Seventeen,Auto-Pilot,netBloc Vol. 24: tiuqottigeloot,Pop,training
19438,Stumble,Just Plain Ant,netBloc Vol. 24: tiuqottigeloot,Hip-Hop,training
19439,God Damn,Sleaze,netBloc Vol. 24: tiuqottigeloot,Hip-Hop,test
19441,Resolutions (Chris Summer Remix),Entertainment for the Braindead,netBloc Vol. 24: tiuqottigeloot,Pop,training
19442,Tongue Tied,Paper Navy,netBloc Vol. 24: tiuqottigeloot,Pop,training
19459,Medley 1,Djarara,Live at Barbés on WFMU's TSP 9/19/2009,International,training
19673,Banaketwe,Smokey Hormel,Smokey's Secret Family live at Barbés on WFMU 9/19/2009,International,validation
19674,Sous les Tropiques,Smokey Hormel,Smokey's Secret Family live at Barbés on WFMU 9/19/2009,International,validation
19685,Phantoms,Paik,Monster of the Absolute,Rock,test
19689,Excited Lobo Crown,NOW,Ooo-Doo-Sigh,Pop,validation
19707,Inside the Rain,Steffen Basho-Junghans,Waters in Azure,Folk,training
19708,Sky Dreamer's Gold,Steffen Basho-Junghans,Late Summer Morning,Folk,training
19729,Hot Boxing The Cockpit,Shlohmo,Shlomoshun,Hip-Hop,training
19758,Row,Dirty Mittens,Dirty Mittens Live at PDX Pop Now! '09,Pop,training
19759,Let It Go,Dirty Mittens,Dirty Mittens Live at PDX Pop Now! '09,Pop,training
19760,Fish in the Sea,Dirty Mittens,Dirty Mittens Live at PDX Pop Now! '09,Pop,training
19889,Tutu m.d.  muziq to mek u stagga,Dr Dub,Dub From Creation [LCL05],International,training
19890,"A crazy, bulbous punchbag of sound (ft Andy Fairle)",Dr Dub,Dub From Creation [LCL05],International,training
19891,Revolution: Dub of dispensation,Dr Dub,Dub From Creation [LCL05],International,training
20050,Let's Go Down,Family Of The Year,Thank You,Rock,training
20296,Part 3,Sikhara,Sikhara Live on KBOO's Sounds Unsound,Experimental,test
20361,Penguin,Ergo Phizmiz,"Outtakes from ""The Snow Flea""",Instrumental,training
20362,Narwhal,Ergo Phizmiz,"Outtakes from ""The Snow Flea""",Instrumental,training
20364,Ice Cream Truck,Ergo Phizmiz,"Outtakes from ""The Snow Flea""",Instrumental,training
20365,Transformer,Ergo Phizmiz,"Outtakes from ""The Snow Flea""",Instrumental,training
20366,Toucan,Ergo Phizmiz,"Outtakes from ""The Snow Flea""",Instrumental,training
20369,Love Scene,Ergo Phizmiz,"Outtakes from ""The Snow Flea""",Instrumental,training
20372,Sedna,Ergo Phizmiz,"Outtakes from ""The Snow Flea""",Instrumental,training
20373,Storm,Ergo Phizmiz,"Outtakes from ""The Snow Flea""",Instrumental,training
20374,Battle,Ergo Phizmiz,"Outtakes from ""The Snow Flea""",Instrumental,training
20375,Northern Lights,Ergo Phizmiz,"Outtakes from ""The Snow Flea""",Instrumental,training
20376,Walrus,Ergo Phizmiz,"Outtakes from ""The Snow Flea""",Instrumental,training
20424,Unemployment Dirge,Gwilly Edmondez,void sgoi (Tapes For Nat),Experimental,training
20432,Bubuia,Ceu,Vagarosa,International,training
20469,La nascita del tragicomico HipHop dallo spirito degli speaker,ZONA MC,OGNI VOLTA CHE BESTEMMI CADE UNA STELLINA EMO,Hip-Hop,training
20667,surprisingly upbeat about it,Vim,A Random Collection Of Consonants,Electronic,test
20704,Crack For Hippies,Appetite,The Ambiguous Garment,Pop,training
20818,03 The Wedding Ring,Harrius,Enter The Cotton Ring,Experimental,validation
21058,Titanic Sofas,Sore & Steal,Many Moons A-Go-Go,Experimental,training
21085,Dispatch,The J. Arthur Keenes Band,Pamplemousse,Electronic,training
21087,part1,Hall Of Fame,Live at WFMU on Stork's Show on 2/18/2001,Folk,training
21167,Bouncy Castle,Roglok,Out Of Disorder,Electronic,training
21228,Dig Deep Mix,Lasswell,ccMixter,Hip-Hop,training
21231,"Not Like That-Collaboration Mix (ft. Mindmovie, Peter (Paddy) Bussmeier)",TheJoe,ccMixter,Pop,training
21232,Where I Stand,Alex077,ccMixter,Pop,training
21400,Un Don D'ovules Porteur De Vie,Montag,Spring,Pop,training
21401,Did The Red Sea Part?,Ghost Bees,Spring,Pop,training
21402,"Oh, Chicken Feathers!",Liger,Spring,Pop,training
21403,Pony Rides,Candy Claws,Spring,Pop,training
21404,Island Grows,Airships,Spring,Pop,training
21409,"Japanese Robot Likes Sushi, Fears President",Peter Fuhry,Spring,Pop,training
21422,Cleaning San Fran Oil Spill With Hair Mats And Mushrooms,Mochipet,Summer,Electronic,training
21565,Funny People,Santosh,The Book Of Moron,Pop,validation
21587,Polka Of Wrath,Santosh,The Book Of Moron,Pop,validation
21657,Study For A Pop Band,Volumina,"This is our home, please come in!",Pop,training
21672,Bad Love,Guidance Counselor,Live at Pdx Pop Now '09,Pop,training
21676,Life is Glass,Guidance Counselor,Live at Pdx Pop Now '09,Pop,training
21677,I Don't Wanna Speak,Guidance Counselor,Live at Pdx Pop Now '09,Pop,training
21707,A Poem In Slow Motion,Alice Rose,30 Days,Folk,training
21774,Dutch East Indies,Snawklor,Dived In A Microphone Universe,Experimental,training
21842,Tam814,LJ Kruzer,Tam Variations,Electronic,training
21859,Alchemy Lab,Paint and Copter,Lunar Galleon,Rock,training
21860,Everyone Wins,Paint and Copter,Lunar Galleon,Rock,training
21891,"Sunrise, Nightfall",Mikuś,Rain Down Dub,Electronic,training
21895,Most High Dub,Mikuś,Rain Down Dub,Electronic,training
21995,zero rhythm dollar boy,Katapulto,Purity and Danger,Pop,test
21996,gospellioza,Katapulto,Purity and Danger,Pop,test
21997,purity & danger,Katapulto,Purity and Danger,Pop,test
21998,karaoke megablast,Katapulto,Purity and Danger,Pop,test
21999,danse macabre,Katapulto,Purity and Danger,Pop,test
22000,kolorowe wody,Katapulto,Purity and Danger,Pop,test
22001,philcollins takes your hand,Katapulto,Purity and Danger,Pop,test
22088,House of the Rising Son,Tab & Anitek,netBloc Vol. 25: From Darkness Cometh The Light,Hip-Hop,training
22091,Wondering Why (Featuring Nate Mezmer and Janice Bailon),ETHX,netBloc Vol. 25: From Darkness Cometh The Light,Hip-Hop,training
22093,I'm Not Dreaming,Josh Woodward,netBloc Vol. 25: From Darkness Cometh The Light,Rock,training
22094,I Remember When,Gates,netBloc Vol. 25: From Darkness Cometh The Light,Hip-Hop,training
22095,Restless,Just Plain Ant,netBloc Vol. 25: From Darkness Cometh The Light,Electronic,training
22097,Over Me,The Gasoline Brothers,netBloc Vol. 25: From Darkness Cometh The Light,Pop,training
22150,The Horror Approaches,Jeff McLeod,Ever-Stretching Shadow,Experimental,validation
22295,Sorry,Comfort Fit,Forget And Remember,Hip-Hop,training
22296,Je Suis Le Peuple Sans Visage Featuring Arnaud Michniak,DJ /rupture,Special Gunpowder,Hip-Hop,validation
22315,Taqasim,DJ /rupture,Special Gunpowder,International,validation
22348,The Chicken Cow,Boys Suck,Loved Like a Milkshake: A Tribute to Wesley Willis,Pop,training
22472,Busby Berkeley,Ergo Phizmiz,Live in Warsaw,Pop,training
22473,Food and War,Ergo Phizmiz,Live in Warsaw,Pop,training
22474,John the Baby,Ergo Phizmiz,Live in Warsaw,Pop,training
22475,On My Mind,Ergo Phizmiz,Live in Warsaw,Pop,training
22476,Music For an Underground Circu,Ergo Phizmiz,Live in Warsaw,Pop,training
22477,Monkeystage,Ergo Phizmiz,Live in Warsaw,Pop,training
22478,Something Dirty,Ergo Phizmiz,Live in Warsaw,Pop,training
22479,Mandrill,Ergo Phizmiz,Live in Warsaw,Pop,training
22480,Celia,Ergo Phizmiz,Live in Warsaw,Pop,training
22481,The Sandman,Ergo Phizmiz,Live in Warsaw,Pop,training
23010,Stereo-vision radio,Monopole,Silent movie surround sound,Electronic,test
23013,Bust This Bust That,Professor Kliq,Bust This Bust That,Electronic,training
23014,These Days,Robin Grey,Only The Missle,Folk,validation
23015,Falling For You (Piano Version),Sean Fournier,Oh My,Folk,training
23016,While She Sleeps (Morning Edit),The Lights Galaxia,Global EP,Electronic,training
23037,Chinese Drop,major Major,netBloc Vol. 26: N.E.T.A.U.D.I.O.,Rock,training
23039,First Comes Rug Burn Then Comes Fire,Pinkle,netBloc Vol. 26: N.E.T.A.U.D.I.O.,Pop,training
23041,Cold Age,Stromble Fix,netBloc Vol. 26: N.E.T.A.U.D.I.O.,Rock,test
23063,poor economic policies,adcBicycle,EP,Experimental,test
23155,Bouchon (with Les Gauchers Quintet),Lee Maddeford,Instrumentals 1,International,training
23156,Biens souvent (with Les Gauchers Quintet),Lee Maddeford,Instrumentals 1,International,training
23172,Octopussy,Juanitos,Exotica,Rock,training
23329,Sexual Vulnurability,Tony Conrad,"ISSUE Project Room, 9/23/09",Experimental,validation
23353,Eigenvalue Subspace Decomposition,Choc,Sound Object Deconditioning,Electronic,training
23355,Length and Brecht /Synaecide Remix/,Halogen,IDMf004 - Length and Brecht (Remixed),Electronic,validation
23371,I Want To Destroy Something Beautiful,Josh Woodward,Dirty Wings,Folk,training
23372,Walkampfchampagne,Erdbeerschnitzel,Pathetik Party,Electronic,training
23505,Cliverpool,Pierlo,Saturday Night Sleeper,Electronic,training
23862,Datahell Beta,Goto80,Digi-Dig,Electronic,test
24216,Bleached Beach,Noveller,Live @ ISSUE (1/14/2010),Experimental,training
24217,Redgrave,Noveller,Live @ ISSUE (1/14/2010),Experimental,training
24218,Under the Color Cave,Noveller,Live @ ISSUE (1/14/2010),Experimental,training
24362,Outro,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,International,training
24363,Intro,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,International,training
24364,Liberace Afternoon,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,International,training
24365,Shipwrecked Sailors,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,International,training
24366,El Danzon de Noventa Millas,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,International,training
24367,The Devil's Dance,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,International,training
24368,El Capitan,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,International,training
24369,Nobody Told Me,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,International,training
24370,Sr. Balaban,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,International,training
24371,Mauricio,Cuban Cowboys,Live at WFMU on Transpacific Sound Paradise 1/7/10,International,training
24418,"6,49",Black Ant,Free Beats Sel. 3,Hip-Hop,training
24420,1982,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24421,Black Ant,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24422,Boomerang,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24423,D8M3,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24424,fACEMELTERmp3,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24425,Fater Lee,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24426,government funded weed,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24427,Michael Vendette,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24428,Underdog,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24429,Oh K.,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24430,Self Explainitory,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24431,5 Piece,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24432,Christmas Eve 2009,Black Ant,Free Beats Sel. 3,Hip-Hop,training
24512,Schreien,Joerg Piringer,Windpipe Moods,Experimental,training
24515,Ne Me,People Like Us,Windpipe Moods,Experimental,training
24521,Flightless For Candy,Irene Moon & Sara O'Keefe,Windpipe Moods,Experimental,training
24524,T.O.U.C.H.I.N.G,C. Spencer Yeh,Windpipe Moods,Experimental,training
24698,Hora Lui Perisani,Ardei Iute (Moldavian string band),"Live at the Golden Festival, Jan 16 2010",International,training
24699,Hora Moldavaneasca,Ardei Iute (Moldavian string band),"Live at the Golden Festival, Jan 16 2010",International,training
24700,Hora De Mana,Ardei Iute (Moldavian string band),"Live at the Golden Festival, Jan 16 2010",International,training
24701,(banter),Ardei Iute (Moldavian string band),"Live at the Golden Festival, Jan 16 2010",International,training
24702,Klezmer Hora,Ardei Iute (Moldavian string band),"Live at the Golden Festival, Jan 16 2010",International,training
24717,O Kurjam Kan O,Kadife,"Live at the Golden Festival, Jan 16 2010 (Kadife)",International,training
24720,Besena Rovena / Beqare Moj,Kadife,"Live at the Golden Festival, Jan 16 2010 (Kadife)",International,training
24739,Mileva Racenica,Druzina,"Live from the Golden Festival, Jan 16 2010",International,training
24741,Davaj Me,Druzina,"Live from the Golden Festival, Jan 16 2010",International,training
24742,Pajdusko,Druzina,"Live from the Golden Festival, Jan 16 2010",International,training
24745,Hora Colaj,Gipsyork,"GY Golden Festival, Jan 16 2010",International,training
24746,Tutti Frutti / Portocala,Gipsyork,"GY Golden Festival, Jan 16 2010",International,training
24747,Mamuliga Branzali / Dimeneata se Numara Banii,Gipsyork,"GY Golden Festival, Jan 16 2010",International,training
24748,Hora Nuca,Gipsyork,"GY Golden Festival, Jan 16 2010",International,training
24749,Batuta,Gipsyork,"GY Golden Festival, Jan 16 2010",International,training
24842,Tango Toscana,Quartet San Francisco,Live on Irene Trudel's show on WFMU 1/11/10,International,training
24898,paris-children,Sawako,Summer Tour,Experimental,training
24899,paris-stationloop,Sawako,Summer Tour,Experimental,training
24901,barcelona-practice,Sawako,Summer Tour,Experimental,training
24912,lisbon-flute,Sawako,Summer Tour,Experimental,training
24915,italy-station,Sawako,Summer Tour,Experimental,training
24917,lisbon-ambience,Sawako,Summer Tour,Experimental,training
24963,Sexy Party,Ergo Phizmiz,Phuj Phactory: Choice Slabs of Phuj from Ergo Phizmiz on WFMU,Experimental,training
24975,Hungarian Tango,Ergo Phizmiz,Phuj Phactory: Choice Slabs of Phuj from Ergo Phizmiz on WFMU,Experimental,training
24983,Singing in the Raindrops Keep,Ergo Phizmiz,Phuj Phactory: Choice Slabs of Phuj from Ergo Phizmiz on WFMU,Experimental,training
25028,La Circiuma de la Drum-Bessarabian Rom Hora,Romashka,"Live at the Golden Festival Jan 16, 2010",International,validation
25029,Loli Phobay,Romashka,"Live at the Golden Festival Jan 16, 2010",International,validation
25030,Shimdiggy / Batuta,Romashka,"Live at the Golden Festival Jan 16, 2010",International,validation
25031,Tuchi v Golubom,Romashka,"Live at the Golden Festival Jan 16, 2010",International,validation
25032,Cocek Kadrievi,Romashka,"Live at the Golden Festival Jan 16, 2010",International,validation
25033,Hochu Lyubit,Romashka,"Live at the Golden Festival Jan 16, 2010",International,validation
25055,Judgement Day,Ghosts and Strings,Canciones del Futuro,Pop,test
25063,between cloud and land,Ketsa,The X Inside,Experimental,training
25066,Laugh Chile Puree,the menu,Tatooine EP,Electronic,training
25104,Black Cat Veins,Bombay Laughing Club,the golden years,Pop,training
25124,Bridge Jumping,Bombay Laughing Club,the golden years,Pop,training
25215,Ruchenitsa,Zlatne Uste Balkan Brass Band,Live from the 2010 Golden Festival,International,training
25216,Kolo Iz Sumadije,Zlatne Uste Balkan Brass Band,Live from the 2010 Golden Festival,International,training
25227,"Tjønnblomen, waltz",Loretta Kelley,Live Golden Festival 2010,International,training
25232,"Sjåheimen, Valdresspringar",Loretta Kelley,Live Golden Festival 2010,International,training
25233,"Urheimen, vossarull",Loretta Kelley,Live Golden Festival 2010,International,training
25234,"Ruske-Sara, telespringar",Loretta Kelley,Live Golden Festival 2010,International,training
25235,"Jon Vestafe, telespringar",Loretta Kelley,Live Golden Festival 2010,International,training
25324,Low Budget Cable Sketch Comedy Show Instrumental Theme Song,We're Late For Class,#40 Another Collection,Experimental,training
25378,"love, ignorant",valzi,iHyper,Electronic,training
25601,7th Sea Dub in Twilight,Ras Amerlock meets Professor Balthazar,"2010, A Bass Oddity (Trinity All Stars) [LCL20]",International,training
25603,Tribute to Volfoniq (Auverne Mix),Ras Amerlock,"2010, A Bass Oddity (Trinity All Stars) [LCL20]",International,training
25605,Tribute to Disrupt (Nah Fuk Round Riddim),Ras Amerlock,"2010, A Bass Oddity (Trinity All Stars) [LCL20]",International,training
25606,Tread Wise (Version),Ras Amerlock,"2010, A Bass Oddity (Trinity All Stars) [LCL20]",International,training
25608,Ambassadors,Ras Amerlock meets Mc Zulu,"2010, A Bass Oddity (Trinity All Stars) [LCL20]",International,training
25609,Leipzig Im Winter,Ras Amerlock,"2010, A Bass Oddity (Trinity All Stars) [LCL20]",International,training
25668,Love not money (feat. Solo Banton & Sam),Volfoniq,Love Not Money [LCL16],International,validation
25669,Love not monnaie (feat. Tribuman),Volfoniq,Love Not Money [LCL16],International,validation
25670,Mystic riddim,Volfoniq,Love Not Money [LCL16],International,validation
25795,Abre caminhos,Buguinha Dub,Vitrola Adubada [LCL13],International,training
25796,Liberate,Buguinha Dub,Vitrola Adubada [LCL13],International,training
25797,Adubando,Buguinha Dub,Vitrola Adubada [LCL13],International,training
25802,Satisfacao,Buguinha Dub,Vitrola Adubada [LCL13],International,training
25804,Celebrando a vida,Buguinha Dub,Vitrola Adubada [LCL13],International,training
26007,Can I Help U?,Comfort Fit,Forget And Remember,Hip-Hop,training
26008,Planetary Picknick,Comfort Fit,Forget And Remember,Hip-Hop,training
26010,Freeze The Cut,Comfort Fit,Forget And Remember,Hip-Hop,training
26011,Take a Look,Comfort Fit,Forget And Remember,Hip-Hop,training
26012,True Form,Comfort Fit,Forget And Remember,Hip-Hop,training
26013,Thursday is Thursdy,Comfort Fit,Forget And Remember,Hip-Hop,training
26014,Whenever You Wanna Call Me,Comfort Fit,Forget And Remember,Hip-Hop,training
26016,She Knows Me Now (re-edit),Comfort Fit,Forget And Remember,Hip-Hop,training
26017,Remember Something I Forgot,Comfort Fit,Forget And Remember,Hip-Hop,training
26020,Emotional Draft,Comfort Fit,Forget And Remember,Hip-Hop,training
26021,Hairy Crushed Nuts,Comfort Fit,Forget And Remember,Hip-Hop,training
26022,The Hunt,Comfort Fit,Forget And Remember,Hip-Hop,training
26025,Swabian Sound System,Comfort Fit,Forget And Remember,Hip-Hop,training
26026,Miles of Smiles,Comfort Fit,Forget And Remember,Hip-Hop,training
26034,Dro Please,Cvees,Hiphop vs Rap,Hip-Hop,training
26035,For You,Cvees,Hiphop vs Rap,Hip-Hop,training
26036,Spread Love to Ya,Cvees,Hiphop vs Rap,Hip-Hop,training
26169,MJ's Grave,Monk Turner,Coordinates,Pop,training
26174,A Place to Call Home,Monk Turner,Coordinates,Pop,training
26298,"Slow Down, Joe",Karl Blau,"The Dark, Magic Sea",Pop,training
26301,The Dance Of The Sugar Plumb Fairy,Karl Blau,The Coconutcracker Suite,Experimental,training
26302,Ode To Demons,Karl Blau,"The Dark, Magic Sea",Folk,training
26307,96,Karl Blau,96,Experimental,training
26322,Gnos Levohs,Karl Blau,Zebra,Experimental,training
26464,Falling Off the Map,Spectre Folk,ISSUE Project Room 1/29/10,Folk,training
26465,Toot! Toot!,Spectre Folk,ISSUE Project Room 1/29/10,Folk,training
26466,Burning Bridge,Spectre Folk,ISSUE Project Room 1/29/10,Folk,training
26583,"""Jane Icin (For Jane - In Turkish)"" by Charles Bukowski",Lezet,Characters,Experimental,training
26600,"""(Me up at does)"" by E. E. Cummings",Lezet,Characters,Experimental,training
26605,"""Ella Fitzgerald"" by James A. Emanuel",Lezet,Characters,Experimental,training
26629,Heroic Hexa Epic,NOISE64,120,Electronic,training
26638,02,Flowerheads,Demo 2008,Rock,training
26639,03,Flowerheads,Demo 2008,Rock,training
26640,04,Flowerheads,Demo 2008,Rock,training
26641,05,Flowerheads,Demo 2008,Rock,training
26642,06,Flowerheads,Demo 2008,Rock,training
26643,07,Flowerheads,Demo 2008,Rock,training
26651,Deep Sky Blue,Graphiqs Groove,Graphiqs Groove 2009,Electronic,training
26652,Bleuacide,Graphiqs Groove,Graphiqs Groove 2009,Electronic,training
26653,Yellow Ocher,Graphiqs Groove,Graphiqs Groove 2009,Electronic,training
26654,Midnight Blue JzDnB,Graphiqs Groove,Graphiqs Groove 2009,Electronic,training
26655,Frosty Blue,Graphiqs Groove,Graphiqs Groove 2009,Electronic,training
26656,Sea Green,Graphiqs Groove,Graphiqs Groove 2009,Electronic,training
26657,Reed Gray,Graphiqs Groove,Graphiqs Groove 2009,Electronic,training
26658,Burn Tumber JzDnB,Graphiqs Groove,Graphiqs Groove 2009,Electronic,training
26659,Cyanos,Graphiqs Groove,Graphiqs Groove 2009,Electronic,training
26674,Solaris,Disen Gage,The Screw-Loose Entertainment (promo version),Rock,training
26681,Latino,Disen Gage,The Screw-Loose Entertainment (promo version),Rock,training
26754,Alarm Clock,Tiny Creatures,Tiny Creatures,Pop,training
26765,Everybody Is Happy,Tiny Creatures,Tiny Creatures,Pop,training
26859,ruby cactus,"I, Cactus","I, Cactus",Electronic,test
26861,yellow cactus,"I, Cactus","I, Cactus",Electronic,test
26902,The Hit,Goto80,6,Electronic,test
26904,Boys Say Only You feat. Yazoo,Goto80,6,Electronic,test
26905,Viking Conquistador feat. Acid Terrorist,Goto80,Constant Hitmaker,Electronic,test
26906,Invader Tune,Goto80,6,Electronic,test
27164,thisis a humalong (feat. featherbeard),Rhoda,vosotros presents: Rhoda,Pop,training
27177,Quartz Boy,Pixelord,Lucid Freaks pt. 1,Electronic,training
27194,Barcelona Afrobeat 07,Barcelona Afrobeat International Orchestra,Live from the Sacred Fire Stage at the Boom Festival 2008,International,training
27195,Barcelona Afrobeat 01,Barcelona Afrobeat International Orchestra,Live from the Sacred Fire Stage at the Boom Festival 2008,International,training
27197,Barcelona Afrobeat 03,Barcelona Afrobeat International Orchestra,Live from the Sacred Fire Stage at the Boom Festival 2008,International,training
27198,Barcelona Afrobeat 04,Barcelona Afrobeat International Orchestra,Live from the Sacred Fire Stage at the Boom Festival 2008,International,training
27258,The Divine Invasion,P.G. Six,Parlor Tricks and Porch Favorites,Folk,training
27406,Cafe de Brasil,Ryo Miyashita,Bird's Eye View,Electronic,training
27454,Track 1,Sun Araw,"Live at the OCCII - June 22, 2009",Experimental,training
27455,Track 2,Sun Araw,"Live at the OCCII - June 22, 2009",Experimental,training
27456,Track 3,Sun Araw,"Live at the OCCII - June 22, 2009",Experimental,training
